u,v,weight_raw,weight_size_adj,first_collab_date,last_collab_date,recency_weight,roles_overlap,genre_overlap,low_overlap
4744de58-e37d-49cb-bf95-c07a2effe462,d9152066-a306-477c-b07c-e5df0eb29eeb,1,0.066667,2018-02-02,2018-02-02,0.486198,1.0,0.0,0
4744de58-e37d-49cb-bf95-c07a2effe462,fa7b0a1f-f8c0-435a-a2bd-74dccf7c0055,2,0.088889,2018-02-02,2022-07-22,1.0,1.0,0.0,0
47577aa8-6f71-4840-9f1e-57b7319f546d,fa7b0a1f-f8c0-435a-a2bd-74dccf7c0055,1,0.066667,2018-02-02,2018-02-02,1.0,1.0,0.0,0
749ef494-8518-4b49-b685-63d8e728d25c,fa7b0a1f-f8c0-435a-a2bd-74dccf7c0055,1,0.066667,2018-02-02,2018-02-02,1.0,0.25,0.0,1
d9152066-a306-477c-b07c-e5df0eb29eeb,fa7b0a1f-f8c0-435a-a2bd-74dccf7c0055,1,0.066667,2018-02-02,2018-02-02,0.486198,1.0,0.0,0
6602cab2-65b5-4341-99c5-b05fa897f256,749ef494-8518-4b49-b685-63d8e728d25c,1,0.1,2018-02-02,2018-02-02,1.0,0.25,0.0,1
6602cab2-65b5-4341-99c5-b05fa897f256,8be564c3-dfba-440b-af8c-4ffbceeef45e,1,0.1,2018-02-02,2018-02-02,1.0,0.1,0.0,1
6602cab2-65b5-4341-99c5-b05fa897f256,bca46a0c-25c9-42ca-98c2-e64c8a5e337e,1,0.1,2018-02-02,2018-02-02,1.0,0.066667,0.0,1
6602cab2-65b5-4341-99c5-b05fa897f256,ef888ad4-d679-4e5a-b292-ae032841fc88,1,0.1,2018-02-02,2018-02-02,1.0,1.0,0.0,0
749ef494-8518-4b49-b685-63d8e728d25c,8be564c3-dfba-440b-af8c-4ffbceeef45e,1,0.1,2018-02-02,2018-02-02,1.0,0.272727,0.0,1
749ef494-8518-4b49-b685-63d8e728d25c,bca46a0c-25c9-42ca-98c2-e64c8a5e337e,1,0.1,2018-02-02,2018-02-02,1.0,0.1875,0.0,1
749ef494-8518-4b49-b685-63d8e728d25c,ef888ad4-d679-4e5a-b292-ae032841fc88,1,0.1,2018-02-02,2018-02-02,1.0,0.25,0.0,1
8be564c3-dfba-440b-af8c-4ffbceeef45e,bca46a0c-25c9-42ca-98c2-e64c8a5e337e,2,0.147619,2016-01-01,2018-02-02,1.0,0.470588,0.0,1
8be564c3-dfba-440b-af8c-4ffbceeef45e,ef888ad4-d679-4e5a-b292-ae032841fc88,1,0.1,2018-02-02,2018-02-02,1.0,0.1,0.0,1
bca46a0c-25c9-42ca-98c2-e64c8a5e337e,ef888ad4-d679-4e5a-b292-ae032841fc88,1,0.1,2018-02-02,2018-02-02,1.0,0.066667,0.0,1
4c7df96e-d3d4-4618-b232-89c82050331a,960eb93f-e73c-4df8-864d-08a06c2dcc11,1,0.166667,1992-01-01,1992-01-01,1.0,0.666667,0.0,0
4c7df96e-d3d4-4618-b232-89c82050331a,ddf488d8-f809-47a0-adb3-95bbc7aa20f0,1,0.166667,1992-01-01,1992-01-01,1.0,0.666667,0.0,0
4c7df96e-d3d4-4618-b232-89c82050331a,ea18134b-c9d7-454f-8407-8abe0eb5f423,1,0.166667,1992-01-01,1992-01-01,1.0,1.0,0.0,0
960eb93f-e73c-4df8-864d-08a06c2dcc11,ddf488d8-f809-47a0-adb3-95bbc7aa20f0,3,2.166667,1992-01-01,1992-01-01,1.0,1.0,0.0,0
960eb93f-e73c-4df8-864d-08a06c2dcc11,ea18134b-c9d7-454f-8407-8abe0eb5f423,1,0.166667,1992-01-01,1992-01-01,1.0,0.666667,0.0,0
ddf488d8-f809-47a0-adb3-95bbc7aa20f0,ea18134b-c9d7-454f-8407-8abe0eb5f423,1,0.166667,1992-01-01,1992-01-01,1.0,0.666667,0.0,0
381086ea-f511-4aba-bdf9-71c753dc5077,81d12ca7-5b89-4d21-8736-860b7400b4eb,2,0.380952,2018-02-09,2019-07-19,1.0,0.538462,0.0,0
381086ea-f511-4aba-bdf9-71c753dc5077,870df552-bcb0-46a6-b17b-f5f04ff04936,1,0.333333,2018-02-09,2018-02-09,1.0,0.083333,0.0,1
81d12ca7-5b89-4d21-8736-860b7400b4eb,870df552-bcb0-46a6-b17b-f5f04ff04936,1,0.333333,2018-02-09,2018-02-09,1.0,0.125,0.0,1
749a2c41-0829-45ad-ba25-1a45f8578d03,81d12ca7-5b89-4d21-8736-860b7400b4eb,2,1.047619,2019-07-02,2019-07-19,1.0,0.25,0.0,1
37af6e7e-f13d-45e4-85f8-62ed4e9517ff,381086ea-f511-4aba-bdf9-71c753dc5077,1,0.047619,2019-07-19,2019-07-19,1.0,0.083333,0.0,1
37af6e7e-f13d-45e4-85f8-62ed4e9517ff,749a2c41-0829-45ad-ba25-1a45f8578d03,1,0.047619,2019-07-19,2019-07-19,1.0,0.5,0.0,0
37af6e7e-f13d-45e4-85f8-62ed4e9517ff,81d12ca7-5b89-4d21-8736-860b7400b4eb,1,0.047619,2019-07-19,2019-07-19,1.0,0.125,0.0,1
37af6e7e-f13d-45e4-85f8-62ed4e9517ff,859d0860-d480-4efd-970c-c05d5f1776b8,1,0.047619,2019-07-19,2019-07-19,1.0,0.052632,0.0,1
37af6e7e-f13d-45e4-85f8-62ed4e9517ff,9032140b-c6ba-448d-8f05-5ac16e3aa165,1,0.047619,2019-07-19,2019-07-19,1.0,0.5,0.0,0
37af6e7e-f13d-45e4-85f8-62ed4e9517ff,c7b3aae2-719b-4ae9-abe0-3908be6d6f1d,1,0.047619,2019-07-19,2019-07-19,1.0,1.0,0.0,0
381086ea-f511-4aba-bdf9-71c753dc5077,749a2c41-0829-45ad-ba25-1a45f8578d03,1,0.047619,2019-07-19,2019-07-19,1.0,0.166667,0.0,1
381086ea-f511-4aba-bdf9-71c753dc5077,859d0860-d480-4efd-970c-c05d5f1776b8,1,0.047619,2019-07-19,2019-07-19,1.0,0.47619,0.0,1
381086ea-f511-4aba-bdf9-71c753dc5077,c7b3aae2-719b-4ae9-abe0-3908be6d6f1d,1,0.047619,2019-07-19,2019-07-19,1.0,0.083333,0.0,1
749a2c41-0829-45ad-ba25-1a45f8578d03,859d0860-d480-4efd-970c-c05d5f1776b8,1,0.047619,2019-07-19,2019-07-19,1.0,0.105263,0.0,1
749a2c41-0829-45ad-ba25-1a45f8578d03,9032140b-c6ba-448d-8f05-5ac16e3aa165,1,0.047619,2019-07-19,2019-07-19,1.0,1.0,0.0,0
749a2c41-0829-45ad-ba25-1a45f8578d03,c7b3aae2-719b-4ae9-abe0-3908be6d6f1d,1,0.047619,2019-07-19,2019-07-19,1.0,0.5,0.0,0
81d12ca7-5b89-4d21-8736-860b7400b4eb,859d0860-d480-4efd-970c-c05d5f1776b8,1,0.047619,2019-07-19,2019-07-19,1.0,0.35,0.0,1
81d12ca7-5b89-4d21-8736-860b7400b4eb,9032140b-c6ba-448d-8f05-5ac16e3aa165,1,0.047619,2019-07-19,2019-07-19,1.0,0.25,0.0,1
81d12ca7-5b89-4d21-8736-860b7400b4eb,c7b3aae2-719b-4ae9-abe0-3908be6d6f1d,1,0.047619,2019-07-19,2019-07-19,1.0,0.125,0.0,1
859d0860-d480-4efd-970c-c05d5f1776b8,9032140b-c6ba-448d-8f05-5ac16e3aa165,1,0.047619,2019-07-19,2019-07-19,1.0,0.105263,0.0,1
859d0860-d480-4efd-970c-c05d5f1776b8,c7b3aae2-719b-4ae9-abe0-3908be6d6f1d,1,0.047619,2019-07-19,2019-07-19,1.0,0.052632,0.0,1
9032140b-c6ba-448d-8f05-5ac16e3aa165,c7b3aae2-719b-4ae9-abe0-3908be6d6f1d,1,0.047619,2019-07-19,2019-07-19,1.0,0.5,0.0,0
0192ca4a-2d25-4c52-b778-08e2bfd9fd01,fe7e6678-935e-44d6-87ce-87ce7d948a5f,1,1.0,2015-06-10,2015-06-10,1.0,1.0,0.0,0
01f8343c-06e2-4f05-a137-f8ea7efa85c4,1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2,1,0.333333,1981-01-01,1981-01-01,1.0,0.125,0.0,1
01f8343c-06e2-4f05-a137-f8ea7efa85c4,af4ea2a3-c54d-40b4-8120-a1f0b838ad54,1,0.333333,1981-01-01,1981-01-01,1.0,1.0,0.0,0
1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2,af4ea2a3-c54d-40b4-8120-a1f0b838ad54,1,0.333333,1981-01-01,1981-01-01,1.0,0.125,0.0,1
479497d4-e7c2-4e78-972e-56e78fac3995,fabb37f8-eb2a-4cc1-a72a-b56935bbb72d,1,1.0,1989-01-01,1989-01-01,1.0,0.25,0.0,1
4475c6a5-00af-4b4d-90aa-25d460b7ae48,f27ec8db-af05-4f36-916e-3d57f91ecf5e,1,0.333333,1991-01-01,1991-01-01,1.0,0.111111,0.0,1
4475c6a5-00af-4b4d-90aa-25d460b7ae48,fabb37f8-eb2a-4cc1-a72a-b56935bbb72d,1,0.333333,1991-01-01,1991-01-01,1.0,0.0,0.0,1
f27ec8db-af05-4f36-916e-3d57f91ecf5e,fabb37f8-eb2a-4cc1-a72a-b56935bbb72d,1,0.333333,1991-01-01,1991-01-01,1.0,0.166667,0.0,1
2f031686-3f01-4f33-a4fc-fb3944532efa,ee0b11de-0c8a-4267-9886-198f4579e1db,1,0.166667,1976-01-01,1976-01-01,0.793324,0.142857,0.666667,0
69b25c47-780d-46e5-ae44-1f116337b95e,ee0b11de-0c8a-4267-9886-198f4579e1db,1,0.166667,1976-01-01,1976-01-01,1.0,0.285714,0.666667,0
ee0b11de-0c8a-4267-9886-198f4579e1db,ffb77292-9712-4d03-94aa-bdb1d4771d38,1,0.166667,1976-01-01,1976-01-01,0.793324,0.142857,0.666667,0
00ef990b-098d-4bf6-897b-708e35638854,71bcb5be-394c-4c04-bb38-35982e8a94d3,2,0.333333,1968-01-01,1977-01-01,1.0,1.0,1.0,0
00ef990b-098d-4bf6-897b-708e35638854,b02e4ca5-312a-4d2e-b087-30db9d5ec579,2,0.333333,1968-01-01,1977-01-01,1.0,0.333333,1.0,0
00ef990b-098d-4bf6-897b-708e35638854,ee0b11de-0c8a-4267-9886-198f4579e1db,1,0.166667,1977-01-01,1977-01-01,1.0,0.142857,0.555556,0
71bcb5be-394c-4c04-bb38-35982e8a94d3,b02e4ca5-312a-4d2e-b087-30db9d5ec579,2,0.333333,1968-01-01,1977-01-01,1.0,0.333333,1.0,0
71bcb5be-394c-4c04-bb38-35982e8a94d3,ee0b11de-0c8a-4267-9886-198f4579e1db,1,0.166667,1977-01-01,1977-01-01,1.0,0.142857,0.555556,0
b02e4ca5-312a-4d2e-b087-30db9d5ec579,ee0b11de-0c8a-4267-9886-198f4579e1db,1,0.166667,1977-01-01,1977-01-01,1.0,0.428571,0.555556,0
05044348-08c0-4132-b9d5-ef85023173d0,3414d446-735a-443c-931f-10634f57e5b9,1,0.333333,1970-08-01,1970-08-01,1.0,0.1,0.0,1
05044348-08c0-4132-b9d5-ef85023173d0,d4cc0ed5-0f76-4188-9e14-2a23ca12188a,1,0.333333,1970-08-01,1970-08-01,1.0,1.0,0.0,0
3414d446-735a-443c-931f-10634f57e5b9,d4cc0ed5-0f76-4188-9e14-2a23ca12188a,1,0.333333,1970-08-01,1970-08-01,1.0,0.1,0.0,1
72c536dc-7137-4477-a521-567eeb840fa8,b41b38d4-ef3e-4f37-8c75-cfe9af999696,1,0.333333,1964-01-01,1964-01-01,1.0,0.272727,0.0,1
9be7f096-97ec-4615-8957-8d40b5dcbc41,b41b38d4-ef3e-4f37-8c75-cfe9af999696,1,0.333333,1964-01-01,1964-01-01,1.0,0.666667,0.0,0
2fc6a88a-ed26-479a-9cd8-355830653062,675f9fe6-7e2c-4ce7-b3dc-147169c64d31,3,0.3,1983-01-01,1983-01-01,1.0,0.5,0.0,0
2fc6a88a-ed26-479a-9cd8-355830653062,7ff991d9-87d6-40f4-b534-a65426bf5ac4,4,0.347619,1983-01-01,1995-01-01,1.0,1.0,0.0,0
2fc6a88a-ed26-479a-9cd8-355830653062,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,3,0.3,1983-01-01,1983-01-01,0.629761,0.0,0.0,1
2fc6a88a-ed26-479a-9cd8-355830653062,d4659efb-b8eb-4f03-95e9-f69ce35967a9,3,0.3,1983-01-01,1983-01-01,0.629761,1.0,0.0,0
675f9fe6-7e2c-4ce7-b3dc-147169c64d31,7ff991d9-87d6-40f4-b534-a65426bf5ac4,3,0.3,1983-01-01,1983-01-01,1.0,0.5,0.0,0
675f9fe6-7e2c-4ce7-b3dc-147169c64d31,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,3,0.3,1983-01-01,1983-01-01,1.0,0.0,0.0,1
675f9fe6-7e2c-4ce7-b3dc-147169c64d31,d4659efb-b8eb-4f03-95e9-f69ce35967a9,3,0.3,1983-01-01,1983-01-01,1.0,0.5,0.0,0
7ff991d9-87d6-40f4-b534-a65426bf5ac4,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,3,0.3,1983-01-01,1983-01-01,0.629761,0.0,0.0,1
7ff991d9-87d6-40f4-b534-a65426bf5ac4,d4659efb-b8eb-4f03-95e9-f69ce35967a9,3,0.3,1983-01-01,1983-01-01,0.629761,1.0,0.0,0
a94a7155-c79d-4409-9fcf-220cb0e4dc3a,d4659efb-b8eb-4f03-95e9-f69ce35967a9,4,1.3,1983-01-01,1985-01-01,1.0,0.0,0.0,1
c6a951c5-534d-42d7-a06e-2a3a7be1d17e,e337c918-098f-418e-97a2-81dc224b1bf9,1,1.0,2018-10-10,2018-10-10,1.0,0.285714,0.0,1
1b8e1cbe-50b2-4854-ac03-b362cee3c2ad,66a7117a-4b67-4a85-83bf-94491340d22d,1,0.166667,2019-01-01,2019-01-01,1.0,1.0,0.0,0
1b8e1cbe-50b2-4854-ac03-b362cee3c2ad,d786f59b-1836-4ddb-8393-ab753edbe984,1,0.166667,2019-01-01,2019-01-01,1.0,0.1,0.0,1
1b8e1cbe-50b2-4854-ac03-b362cee3c2ad,e337c918-098f-418e-97a2-81dc224b1bf9,1,0.166667,2019-01-01,2019-01-01,1.0,0.142857,0.0,1
66a7117a-4b67-4a85-83bf-94491340d22d,d786f59b-1836-4ddb-8393-ab753edbe984,1,0.166667,2019-01-01,2019-01-01,1.0,0.1,0.0,1
66a7117a-4b67-4a85-83bf-94491340d22d,e337c918-098f-418e-97a2-81dc224b1bf9,1,0.166667,2019-01-01,2019-01-01,1.0,0.142857,0.0,1
d786f59b-1836-4ddb-8393-ab753edbe984,e337c918-098f-418e-97a2-81dc224b1bf9,1,0.166667,2019-01-01,2019-01-01,1.0,0.7,0.0,0
ba550d0e-adac-4864-b88b-407cab5e76af,e337c918-098f-418e-97a2-81dc224b1bf9,1,1.0,2020-01-01,2020-01-01,1.0,0.318182,0.0,1
00136dd9-1047-4999-af1f-d709c5fa09f9,2bd8101a-11c3-42d5-a9bd-6a3b26445f7e,1,0.066667,2021-01-01,2021-01-01,1.0,1.0,0.0,0
00136dd9-1047-4999-af1f-d709c5fa09f9,e0140a67-e4d1-4f13-8a01-364355bee46e,2,0.114286,2016-01-01,2021-01-01,1.0,0.111111,0.0,1
00136dd9-1047-4999-af1f-d709c5fa09f9,e337c918-098f-418e-97a2-81dc224b1bf9,1,0.066667,2021-01-01,2021-01-01,1.0,0.142857,0.0,1
03180405-1b26-42dc-80da-7e50fbb4c936,2bd8101a-11c3-42d5-a9bd-6a3b26445f7e,1,0.066667,2021-01-01,2021-01-01,1.0,1.0,0.0,0
03180405-1b26-42dc-80da-7e50fbb4c936,e0140a67-e4d1-4f13-8a01-364355bee46e,2,0.114286,2016-01-01,2021-01-01,1.0,0.111111,0.0,1
03180405-1b26-42dc-80da-7e50fbb4c936,e337c918-098f-418e-97a2-81dc224b1bf9,1,0.066667,2021-01-01,2021-01-01,1.0,0.142857,0.0,1
2bd8101a-11c3-42d5-a9bd-6a3b26445f7e,c0367e31-dc3a-4f5e-9d24-0e3af39a8704,1,0.066667,2021-01-01,2021-01-01,1.0,1.0,0.0,0
2bd8101a-11c3-42d5-a9bd-6a3b26445f7e,e0140a67-e4d1-4f13-8a01-364355bee46e,1,0.066667,2021-01-01,2021-01-01,1.0,0.111111,0.0,1
2bd8101a-11c3-42d5-a9bd-6a3b26445f7e,e337c918-098f-418e-97a2-81dc224b1bf9,1,0.066667,2021-01-01,2021-01-01,1.0,0.142857,0.0,1
c0367e31-dc3a-4f5e-9d24-0e3af39a8704,e0140a67-e4d1-4f13-8a01-364355bee46e,2,0.114286,2016-01-01,2021-01-01,1.0,0.111111,0.0,1
c0367e31-dc3a-4f5e-9d24-0e3af39a8704,e337c918-098f-418e-97a2-81dc224b1bf9,1,0.066667,2021-01-01,2021-01-01,1.0,0.142857,0.0,1
e0140a67-e4d1-4f13-8a01-364355bee46e,e337c918-098f-418e-97a2-81dc224b1bf9,1,0.066667,2021-01-01,2021-01-01,1.0,0.6,0.0,0
2f3c4d70-0462-40da-bba3-0aec5772c556,5ec1ecc6-4535-4911-a27a-e26343f4a189,1,0.066667,2017-01-01,2017-01-01,0.793826,1.0,0.333333,0
2f3c4d70-0462-40da-bba3-0aec5772c556,8bc0f383-aa4d-42fb-aa03-6981bd449215,1,0.066667,2017-01-01,2017-01-01,1.0,0.2,0.333333,1
2f3c4d70-0462-40da-bba3-0aec5772c556,a03cff29-6e2d-4745-b9d7-4272ec927a00,1,0.066667,2017-01-01,2017-01-01,1.0,0.2,0.333333,1
2f3c4d70-0462-40da-bba3-0aec5772c556,adb7a259-7c37-40d1-ba83-44c927c64e71,1,0.066667,2017-01-01,2017-01-01,1.0,0.2,0.333333,1
2f3c4d70-0462-40da-bba3-0aec5772c556,bc4cc656-f03a-493a-b250-6afaa4cd7418,4,0.129575,2017-01-01,2018-01-01,1.0,0.2,0.333333,1
5ec1ecc6-4535-4911-a27a-e26343f4a189,8bc0f383-aa4d-42fb-aa03-6981bd449215,1,0.066667,2017-01-01,2017-01-01,1.0,0.2,1.0,0
5ec1ecc6-4535-4911-a27a-e26343f4a189,a03cff29-6e2d-4745-b9d7-4272ec927a00,1,0.066667,2017-01-01,2017-01-01,1.0,0.2,1.0,0
5ec1ecc6-4535-4911-a27a-e26343f4a189,adb7a259-7c37-40d1-ba83-44c927c64e71,1,0.066667,2017-01-01,2017-01-01,1.0,0.2,1.0,0
5ec1ecc6-4535-4911-a27a-e26343f4a189,bc4cc656-f03a-493a-b250-6afaa4cd7418,1,0.066667,2017-01-01,2017-01-01,0.793826,0.2,1.0,0
8bc0f383-aa4d-42fb-aa03-6981bd449215,a03cff29-6e2d-4745-b9d7-4272ec927a00,1,0.066667,2017-01-01,2017-01-01,1.0,1.0,1.0,0
8bc0f383-aa4d-42fb-aa03-6981bd449215,adb7a259-7c37-40d1-ba83-44c927c64e71,1,0.066667,2017-01-01,2017-01-01,1.0,1.0,1.0,0
8bc0f383-aa4d-42fb-aa03-6981bd449215,bc4cc656-f03a-493a-b250-6afaa4cd7418,1,0.066667,2017-01-01,2017-01-01,1.0,1.0,1.0,0
a03cff29-6e2d-4745-b9d7-4272ec927a00,adb7a259-7c37-40d1-ba83-44c927c64e71,1,0.066667,2017-01-01,2017-01-01,1.0,1.0,1.0,0
a03cff29-6e2d-4745-b9d7-4272ec927a00,bc4cc656-f03a-493a-b250-6afaa4cd7418,1,0.066667,2017-01-01,2017-01-01,1.0,1.0,1.0,0
adb7a259-7c37-40d1-ba83-44c927c64e71,bc4cc656-f03a-493a-b250-6afaa4cd7418,1,0.066667,2017-01-01,2017-01-01,1.0,1.0,1.0,0
36494952-f434-45d8-a958-8b4acdbcf8a8,5ec1ecc6-4535-4911-a27a-e26343f4a189,1,0.333333,2018-09-13,2018-09-13,1.0,0.571429,0.0,0
36494952-f434-45d8-a958-8b4acdbcf8a8,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,1,0.333333,2018-09-13,2018-09-13,1.0,0.25,0.0,1
5ec1ecc6-4535-4911-a27a-e26343f4a189,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,1,0.333333,2018-09-13,2018-09-13,1.0,0.4,0.0,1
2ee992d0-1c7a-4210-944b-bda2bf076ac9,3b233cca-b1d4-43e5-93dd-daf5fe323e42,1,0.047619,2018-10-11,2018-10-11,1.0,1.0,0.0,0
2ee992d0-1c7a-4210-944b-bda2bf076ac9,5ec1ecc6-4535-4911-a27a-e26343f4a189,1,0.047619,2018-10-11,2018-10-11,1.0,0.2,0.0,1
2ee992d0-1c7a-4210-944b-bda2bf076ac9,92631c53-91ed-48f5-a09d-a104ba69cdc7,1,0.047619,2018-10-11,2018-10-11,1.0,1.0,0.0,0
2ee992d0-1c7a-4210-944b-bda2bf076ac9,9ce50a20-d32f-430f-807c-341dd00acac2,1,0.047619,2018-10-11,2018-10-11,1.0,1.0,0.0,0
2ee992d0-1c7a-4210-944b-bda2bf076ac9,e4a51f17-a57b-47b1-b37b-f552d0f8e9e6,1,0.047619,2018-10-11,2018-10-11,1.0,1.0,0.0,0
2ee992d0-1c7a-4210-944b-bda2bf076ac9,f28e66c7-f318-41ac-9c41-ec1226a56508,1,0.047619,2018-10-11,2018-10-11,1.0,1.0,0.0,0
3b233cca-b1d4-43e5-93dd-daf5fe323e42,5ec1ecc6-4535-4911-a27a-e26343f4a189,1,0.047619,2018-10-11,2018-10-11,1.0,0.2,0.0,1
3b233cca-b1d4-43e5-93dd-daf5fe323e42,92631c53-91ed-48f5-a09d-a104ba69cdc7,1,0.047619,2018-10-11,2018-10-11,1.0,1.0,0.0,0
3b233cca-b1d4-43e5-93dd-daf5fe323e42,9ce50a20-d32f-430f-807c-341dd00acac2,1,0.047619,2018-10-11,2018-10-11,1.0,1.0,0.0,0
3b233cca-b1d4-43e5-93dd-daf5fe323e42,e4a51f17-a57b-47b1-b37b-f552d0f8e9e6,1,0.047619,2018-10-11,2018-10-11,1.0,1.0,0.0,0
3b233cca-b1d4-43e5-93dd-daf5fe323e42,f28e66c7-f318-41ac-9c41-ec1226a56508,1,0.047619,2018-10-11,2018-10-11,1.0,1.0,0.0,0
5ec1ecc6-4535-4911-a27a-e26343f4a189,92631c53-91ed-48f5-a09d-a104ba69cdc7,1,0.047619,2018-10-11,2018-10-11,0.969479,0.2,1.0,0
5ec1ecc6-4535-4911-a27a-e26343f4a189,9ce50a20-d32f-430f-807c-341dd00acac2,1,0.047619,2018-10-11,2018-10-11,1.0,0.2,0.0,1
5ec1ecc6-4535-4911-a27a-e26343f4a189,e4a51f17-a57b-47b1-b37b-f552d0f8e9e6,2,0.147619,2018-10-11,2018-11-02,0.983065,0.2,0.0,1
5ec1ecc6-4535-4911-a27a-e26343f4a189,f28e66c7-f318-41ac-9c41-ec1226a56508,1,0.047619,2018-10-11,2018-10-11,1.0,0.2,0.0,1
92631c53-91ed-48f5-a09d-a104ba69cdc7,9ce50a20-d32f-430f-807c-341dd00acac2,1,0.047619,2018-10-11,2018-10-11,1.0,1.0,0.0,0
92631c53-91ed-48f5-a09d-a104ba69cdc7,e4a51f17-a57b-47b1-b37b-f552d0f8e9e6,1,0.047619,2018-10-11,2018-10-11,0.756087,1.0,0.0,0
92631c53-91ed-48f5-a09d-a104ba69cdc7,f28e66c7-f318-41ac-9c41-ec1226a56508,1,0.047619,2018-10-11,2018-10-11,1.0,1.0,0.0,0
9ce50a20-d32f-430f-807c-341dd00acac2,e4a51f17-a57b-47b1-b37b-f552d0f8e9e6,1,0.047619,2018-10-11,2018-10-11,1.0,1.0,0.0,0
9ce50a20-d32f-430f-807c-341dd00acac2,f28e66c7-f318-41ac-9c41-ec1226a56508,1,0.047619,2018-10-11,2018-10-11,1.0,1.0,0.0,0
e4a51f17-a57b-47b1-b37b-f552d0f8e9e6,f28e66c7-f318-41ac-9c41-ec1226a56508,1,0.047619,2018-10-11,2018-10-11,1.0,1.0,0.0,0
37b2cb82-ef79-4d46-a184-a549450aa231,5ec1ecc6-4535-4911-a27a-e26343f4a189,1,0.1,2018-11-02,2018-11-02,0.983065,0.714286,1.0,0
37b2cb82-ef79-4d46-a184-a549450aa231,cab6450e-9786-4e93-a4e9-464d476fbbbd,1,0.1,2018-11-02,2018-11-02,1.0,0.142857,0.0,1
59db3d82-86ea-451f-881f-dffc8ec387c9,5ec1ecc6-4535-4911-a27a-e26343f4a189,1,0.1,2018-11-02,2018-11-02,1.0,0.555556,0.0,0
59db3d82-86ea-451f-881f-dffc8ec387c9,cab6450e-9786-4e93-a4e9-464d476fbbbd,1,0.1,2018-11-02,2018-11-02,1.0,0.111111,0.0,1
59db3d82-86ea-451f-881f-dffc8ec387c9,e4a51f17-a57b-47b1-b37b-f552d0f8e9e6,1,0.1,2018-11-02,2018-11-02,1.0,0.111111,0.0,1
5ec1ecc6-4535-4911-a27a-e26343f4a189,cab6450e-9786-4e93-a4e9-464d476fbbbd,1,0.1,2018-11-02,2018-11-02,1.0,0.2,0.0,1
cab6450e-9786-4e93-a4e9-464d476fbbbd,e4a51f17-a57b-47b1-b37b-f552d0f8e9e6,1,0.1,2018-11-02,2018-11-02,1.0,1.0,0.0,0
31bcadcc-e1da-4cad-bec8-2f4f1d41b095,5ec1ecc6-4535-4911-a27a-e26343f4a189,1,0.333333,2018-11-29,2018-11-29,1.0,0.5,0.0,0
31bcadcc-e1da-4cad-bec8-2f4f1d41b095,e5d70460-7057-4cbe-9c07-11ca2dac975c,1,0.333333,2018-11-29,2018-11-29,1.0,0.25,0.0,1
5ec1ecc6-4535-4911-a27a-e26343f4a189,e5d70460-7057-4cbe-9c07-11ca2dac975c,1,0.333333,2018-11-29,2018-11-29,1.0,0.2,0.0,1
285e1285-aecc-478f-a8da-0c8cf69e1217,8e27a96f-07a6-4484-a475-f0d487fc3c86,1,0.333333,1964-12-21,1964-12-21,1.0,0.0,1.0,0
285e1285-aecc-478f-a8da-0c8cf69e1217,c19ff12b-058f-44a8-b245-b0efb4752925,1,0.333333,1964-12-21,1964-12-21,1.0,0.111111,1.0,0
8e27a96f-07a6-4484-a475-f0d487fc3c86,c19ff12b-058f-44a8-b245-b0efb4752925,1,0.333333,1964-12-21,1964-12-21,1.0,0.5,1.0,0
3508f3fd-3b18-493c-a362-376736bb6cde,e5712ceb-c37a-4c49-a11c-ccf4e21852d4,1,0.333333,1939-01-01,1939-01-01,1.0,0.142857,1.0,0
42e52c03-27bb-4545-8924-cabff6fab531,e5712ceb-c37a-4c49-a11c-ccf4e21852d4,1,0.333333,1939-01-01,1939-01-01,1.0,0.142857,1.0,0
0f1d5b01-8784-4870-9bd6-fa43178b9441,a2a3f910-b188-43e7-81d0-f1ac2a2f3e12,1,1.0,2014-07-14,2014-07-14,1.0,0.166667,0.0,1
6739352a-3f16-418b-ba43-6c41912badc5,87c5dedd-371d-4a53-9f7f-80522fb7f3cb,1,1.0,1994-01-01,1994-01-01,1.0,0.0625,0.0,1
4115e0de-8fd0-4416-9b9e-43c61290c8ac,9118f524-be76-4eaf-875c-ccf15e2a2ad6,3,1.346154,2012-01-01,2012-01-01,1.0,0.142857,0.0,1
041cb26b-26fc-4816-88e7-27aac49c79d1,14ecd19f-7121-4192-8549-e5056241a42f,1,0.012821,2012-01-01,2012-01-01,1.0,0.125,0.0,1
041cb26b-26fc-4816-88e7-27aac49c79d1,164f0d73-1234-4e2c-8743-d77bf2191051,1,0.012821,2012-01-01,2012-01-01,1.0,0.333333,0.0,1
041cb26b-26fc-4816-88e7-27aac49c79d1,2dad5809-0d9b-40cf-85cf-2f8828ffaaf0,1,0.012821,2012-01-01,2012-01-01,1.0,1.0,0.0,0
041cb26b-26fc-4816-88e7-27aac49c79d1,3a253016-1d62-487a-9dd6-23c7e9a2b7ff,1,0.012821,2012-01-01,2012-01-01,1.0,1.0,0.0,0
